investor_id,age_group,gender,state,city_tier,monthly_sip_amount
INV01575,25-34,Male,Tamil Nadu,B30,13781.49
INV01576,25-34,Male,Uttar Pradesh,T30,2836.16
INV01577,25-34,Male,Telangana,T30,10645.29
INV01578,35-44,Female,Maharashtra,T30,8947.79
INV01579,25-34,Female,Gujarat,B30,16758.57
INV01580,45-54,Male,Rajasthan,T30,4737.28
INV01581,55+,Male,Uttar Pradesh,B30,3604.84
INV01582,35-44,Male,West Bengal,T30,13523.63
INV01583,45-54,Female,Tamil Nadu,B30,10076.83
INV01584,45-54,Male,West Bengal,B30,12685.95
INV01585,18-24,Female,Kerala,T30,6951.04
INV01586,25-34,Male,Madhya Pradesh,B30,23933.97
INV01587,25-34,Male,Gujarat,T30,8173.29
INV01588,35-44,Female,Karnataka,T30,20317.76
INV01589,35-44,Male,Uttar Pradesh,T30,9623.13
INV01590,45-54,Male,Uttar Pradesh,B30,9197.31
INV01591,18-24,Male,Maharashtra,T30,8889.78
INV01592,25-34,Male,Tamil Nadu,T30,11663.18
INV01593,18-24,Male,Madhya Pradesh,T30,17510.46
INV01594,18-24,Female,West Bengal,T30,15952.73
INV01595,25-34,Male,West Bengal,B30,3277.14
INV01596,25-34,Female,Delhi,T30,3354.7
INV01597,35-44,Female,Madhya Pradesh,T30,12533.63
INV01598,25-34,Male,Gujarat,T30,4467.4
INV01599,45-54,Male,Gujarat,T30,76927.49
INV01600,35-44,Female,Karnataka,B30,47258.06
INV01601,25-34,Male,West Bengal,B30,17529.92
INV01602,25-34,Male,Uttar Pradesh,B30,9974.54
INV01603,25-34,Male,Rajasthan,T30,3517.33
INV01604,35-44,Male,Uttar Pradesh,T30,18732.97
INV01605,35-44,Female,Maharashtra,T30,11439.4
INV01606,25-34,Male,Kerala,T30,943.78
INV01607,25-34,Male,Uttar Pradesh,T30,15725.68
INV01608,25-34,Male,Maharashtra,B30,25126.83
INV01609,45-54,Male,Punjab,T30,9566.29
INV01610,25-34,Male,Uttar Pradesh,T30,13372.78
INV01611,45-54,Male,Karnataka,T30,10457.77
INV01612,25-34,Male,West Bengal,T30,9290.04
INV01613,18-24,Male,Karnataka,T30,4162.0
INV01614,55+,Male,Uttar Pradesh,T30,1839.45
INV01615,35-44,Male,Gujarat,T30,19608.39
INV01616,45-54,Male,Punjab,T30,7315.9
INV01617,35-44,Female,Punjab,T30,9291.81
INV01618,35-44,Male,Uttar Pradesh,T30,6228.31
INV01619,25-34,Female,Gujarat,T30,3425.21
INV01620,45-54,Female,Madhya Pradesh,B30,4328.88
INV01621,25-34,Male,Gujarat,T30,15562.46
INV01622,25-34,Male,Madhya Pradesh,T30,9594.83
INV01623,25-34,Female,Uttar Pradesh,T30,15698.02
INV01624,25-34,Male,West Bengal,B30,10750.52
INV01625,25-34,Male,Maharashtra,T30,14577.73
INV01626,35-44,Male,Kerala,B30,14622.94
INV01627,18-24,Male,West Bengal,T30,6577.41
INV01628,45-54,Female,Madhya Pradesh,T30,12649.05
INV01629,25-34,Male,Rajasthan,B30,13825.54
INV01630,55+,Male,Maharashtra,T30,3579.48
INV01631,25-34,Male,Telangana,B30,2863.37
INV01632,25-34,Male,Delhi,T30,10452.82
INV01633,45-54,Male,Uttar Pradesh,T30,4748.93
INV01634,25-34,Male,Tamil Nadu,B30,8472.69
INV01635,18-24,Male,Rajasthan,T30,3174.02
INV01636,35-44,Male,Maharashtra,T30,5754.27
INV01637,25-34,Female,Gujarat,B30,2438.5
INV01638,18-24,Female,Telangana,B30,2338.85
INV01639,35-44,Male,West Bengal,T30,9402.94
INV01640,35-44,Female,Gujarat,B30,5971.48
INV01641,25-34,Male,Uttar Pradesh,T30,11624.81
INV01642,25-34,Male,Kerala,B30,8877.71
INV01643,45-54,Female,Karnataka,T30,12245.93
INV01644,45-54,Female,Punjab,B30,12575.42
INV01645,45-54,Female,Delhi,T30,20228.03
INV01646,25-34,Female,Delhi,T30,13000.67
INV01647,25-34,Female,Delhi,B30,8976.63
INV01648,25-34,Male,Gujarat,B30,5886.51
INV01649,25-34,Male,Rajasthan,T30,9381.59
INV01650,25-34,Female,West Bengal,T30,3699.14
INV01651,35-44,Female,Madhya Pradesh,T30,16448.42
INV01652,35-44,Male,Punjab,T30,17039.78
INV01653,35-44,Male,Telangana,T30,8901.75
INV01654,25-34,Male,Delhi,B30,10118.16
INV01655,35-44,Male,Maharashtra,T30,72571.81
INV01656,25-34,Female,Rajasthan,T30,5443.79
INV01657,25-34,Male,Punjab,B30,3989.17
INV01658,45-54,Female,Gujarat,T30,8156.38
INV01659,35-44,Female,Telangana,T30,47285.04
INV01660,35-44,Female,Maharashtra,T30,9852.27
INV01661,55+,Male,Punjab,T30,9004.79
INV01662,25-34,Male,Madhya Pradesh,B30,20424.91
INV01663,45-54,Male,Delhi,B30,11657.01
INV01664,18-24,Male,Maharashtra,B30,17635.28
INV01665,25-34,Female,Gujarat,T30,4479.55
INV01666,25-34,Female,Gujarat,T30,17707.73
INV01667,35-44,Male,Karnataka,T30,6063.16
INV01668,25-34,Male,Karnataka,T30,10247.26
INV01669,35-44,Male,Maharashtra,T30,14205.92
INV01670,35-44,Female,Delhi,T30,23063.64
INV01671,18-24,Male,Delhi,T30,1845.75
INV01672,35-44,Female,Tamil Nadu,T30,41356.4
INV01673,45-54,Male,Punjab,T30,1627.81
INV01674,25-34,Female,Maharashtra,T30,10248.55
INV01675,35-44,Female,Tamil Nadu,T30,2136.52
INV01676,55+,Female,Karnataka,T30,14742.89
INV01677,45-54,Female,West Bengal,T30,53419.96
INV01678,35-44,Female,Uttar Pradesh,T30,10119.14
INV01679,25-34,Male,Rajasthan,B30,10304.56
INV01680,25-34,Female,Rajasthan,T30,15956.0
INV01681,45-54,Male,Maharashtra,T30,22922.09
INV01682,45-54,Male,Maharashtra,T30,11454.92
INV01683,35-44,Male,West Bengal,T30,28321.26
INV01684,25-34,Male,Uttar Pradesh,T30,9201.72
INV01685,25-34,Female,Kerala,B30,13486.69
INV01686,25-34,Male,Gujarat,B30,8357.46
INV01687,18-24,Female,Maharashtra,B30,10077.18
INV01688,25-34,Female,Tamil Nadu,T30,6468.57
INV01689,18-24,Male,Uttar Pradesh,T30,5470.35
INV01690,25-34,Male,Delhi,B30,7405.63
INV01691,25-34,Female,Kerala,B30,17728.57
INV01692,25-34,Male,Maharashtra,T30,12193.56
INV01693,18-24,Male,Karnataka,B30,11130.99
INV01694,35-44,Female,Kerala,B30,3940.56
INV01695,45-54,Male,Maharashtra,T30,18196.72
INV01696,35-44,Male,Madhya Pradesh,B30,17668.82
INV01697,35-44,Male,Madhya Pradesh,T30,18961.18
INV01698,45-54,Male,Telangana,T30,5856.58
INV01699,25-34,Female,Punjab,T30,41214.75
INV01700,25-34,Male,Madhya Pradesh,T30,4594.6
INV01701,25-34,Male,Telangana,T30,5492.53
INV01702,25-34,Female,Delhi,T30,6097.41
INV01703,18-24,Male,Telangana,T30,2910.87
INV01704,45-54,Male,Karnataka,T30,7032.78
INV01705,25-34,Female,West Bengal,T30,2705.31
INV01706,35-44,Female,Delhi,T30,10281.22
INV01707,25-34,Male,Maharashtra,B30,4198.49
INV01708,35-44,Male,Karnataka,T30,24333.9
INV01709,35-44,Female,Telangana,T30,5899.9
INV01710,18-24,Male,Punjab,T30,2801.79
INV01711,25-34,Male,Delhi,B30,8333.56
INV01712,35-44,Male,Telangana,B30,11289.88
INV01713,25-34,Female,Maharashtra,T30,46921.19
INV01714,25-34,Female,Tamil Nadu,T30,6238.41
INV01715,25-34,Male,Maharashtra,T30,13280.29
INV01716,55+,Male,Delhi,T30,4464.68
INV01717,25-34,Male,Uttar Pradesh,T30,8646.49
INV01718,25-34,Female,Rajasthan,B30,11950.55
INV01719,18-24,Male,Uttar Pradesh,T30,8911.03
INV01720,25-34,Male,Maharashtra,B30,9240.48
INV01721,55+,Male,Telangana,T30,10559.56
INV01722,18-24,Male,Kerala,B30,36074.55
INV01723,25-34,Male,Telangana,B30,7183.76
INV01724,35-44,Male,Telangana,B30,6834.28
INV01725,55+,Other,Kerala,T30,16091.41
INV01726,18-24,Female,Uttar Pradesh,T30,4642.39
INV01727,35-44,Male,Gujarat,B30,4987.1
INV01728,25-34,Male,Tamil Nadu,B30,6641.34
INV01729,35-44,Male,Uttar Pradesh,T30,6594.08
INV01730,25-34,Female,Punjab,B30,11119.96
INV01731,35-44,Male,Rajasthan,T30,9802.9
INV01732,35-44,Female,Delhi,T30,21683.46
INV01733,18-24,Male,Maharashtra,T30,3934.86
INV01734,45-54,Male,Rajasthan,T30,10696.02
INV01735,45-54,Female,Gujarat,B30,16990.5
INV01736,35-44,Male,Karnataka,T30,31489.58
INV01737,25-34,Female,Maharashtra,B30,13410.93
INV01738,25-34,Female,Karnataka,T30,11246.06
INV01739,25-34,Male,Karnataka,T30,3748.19
INV01740,35-44,Male,Gujarat,T30,4817.16
INV01741,35-44,Male,Rajasthan,T30,16243.19
INV01742,25-34,Male,Rajasthan,T30,6091.09
INV01743,35-44,Female,Madhya Pradesh,T30,13914.09
INV01744,45-54,Male,Kerala,T30,14105.73
INV01745,45-54,Female,West Bengal,T30,22022.65
INV01746,45-54,Female,Punjab,T30,6280.52
INV01747,25-34,Male,Gujarat,T30,16116.57
INV01748,35-44,Male,Madhya Pradesh,B30,10402.45
INV01749,18-24,Other,Uttar Pradesh,B30,17933.66
INV01750,35-44,Female,Uttar Pradesh,T30,8167.29
INV01751,55+,Male,Telangana,T30,3845.96
INV01752,25-34,Male,Madhya Pradesh,T30,10602.65
INV01753,35-44,Male,Kerala,T30,30446.02
INV01754,45-54,Female,Madhya Pradesh,B30,20728.13
INV01755,25-34,Female,Tamil Nadu,T30,10678.36
INV01756,55+,Male,Uttar Pradesh,T30,3540.74
INV01757,45-54,Female,Madhya Pradesh,T30,8427.87
INV01758,25-34,Male,Tamil Nadu,B30,7553.14
INV01759,25-34,Male,Karnataka,T30,3393.96
INV01760,25-34,Male,West Bengal,B30,4851.17
INV01761,35-44,Male,West Bengal,B30,6131.06
INV01762,45-54,Male,Kerala,B30,17342.89
INV01763,35-44,Male,Karnataka,T30,10223.89
INV01764,25-34,Male,Telangana,T30,13542.54
INV01765,25-34,Female,Gujarat,T30,19671.89
INV01766,45-54,Female,Kerala,T30,12475.79
INV01767,35-44,Female,Delhi,T30,14579.17
INV01768,45-54,Female,Maharashtra,T30,19659.67
INV01769,18-24,Female,Uttar Pradesh,B30,14227.9
INV01770,35-44,Male,West Bengal,T30,29048.31
INV01771,35-44,Female,Gujarat,T30,17397.32
INV01772,35-44,Male,Karnataka,B30,6656.65
INV01773,25-34,Female,Rajasthan,B30,5971.66
INV01774,18-24,Female,Rajasthan,T30,3529.86
INV01775,25-34,Other,Punjab,B30,27336.12
INV01776,25-34,Male,Kerala,T30,15465.01
INV01777,25-34,Male,Delhi,B30,13899.33
INV01778,25-34,Male,Madhya Pradesh,T30,7871.03
INV01779,45-54,Male,Gujarat,T30,5880.17
INV01780,45-54,Male,Kerala,T30,12446.76
INV01781,25-34,Female,Maharashtra,T30,14643.61
INV01782,45-54,Male,Telangana,T30,20340.46
INV01783,18-24,Female,Punjab,T30,1674.89
INV01784,25-34,Female,Punjab,T30,13731.19
INV01785,35-44,Female,West Bengal,T30,5128.7
INV01786,35-44,Female,Tamil Nadu,T30,3992.5
INV01787,18-24,Female,Telangana,T30,2117.52
INV01788,45-54,Female,Madhya Pradesh,B30,9865.46
INV01789,25-34,Male,Madhya Pradesh,T30,13532.75
INV01790,45-54,Other,Delhi,T30,12389.41
INV01791,35-44,Male,Kerala,B30,19351.48
INV01792,18-24,Female,Telangana,T30,13983.7
INV01793,18-24,Female,Madhya Pradesh,T30,4430.66
INV01794,35-44,Female,Kerala,B30,25893.56
INV01795,25-34,Female,Tamil Nadu,T30,7045.84
INV01796,25-34,Male,Rajasthan,B30,9411.07
INV01797,35-44,Female,West Bengal,B30,8540.36
INV01798,35-44,Male,Madhya Pradesh,T30,2725.58
INV01799,35-44,Male,Karnataka,T30,9317.18
INV01800,35-44,Female,Uttar Pradesh,B30,45788.84
INV01801,35-44,Male,Telangana,T30,11483.85
INV01802,45-54,Female,Madhya Pradesh,T30,7930.53
INV01803,35-44,Female,Maharashtra,T30,27309.78
INV01804,25-34,Male,West Bengal,T30,4023.31
INV01805,25-34,Female,Madhya Pradesh,B30,12714.06
INV01806,18-24,Female,Tamil Nadu,B30,8096.83
INV01807,25-34,Female,Karnataka,B30,12233.47
INV01808,25-34,Female,Punjab,T30,11926.96
INV01809,35-44,Male,West Bengal,T30,27998.26
INV01810,35-44,Male,Gujarat,T30,28470.7
INV01811,25-34,Male,Uttar Pradesh,T30,6510.47
INV01812,35-44,Female,Punjab,B30,30666.9
INV01813,45-54,Male,Telangana,B30,12394.15
INV01814,35-44,Female,Telangana,T30,15493.95
INV01815,25-34,Male,West Bengal,T30,5787.81
INV01816,25-34,Male,West Bengal,T30,8606.95
INV01817,35-44,Female,Karnataka,T30,29486.94
INV01818,25-34,Other,Delhi,B30,11173.03
INV01819,25-34,Female,Kerala,T30,2853.09
INV01820,25-34,Male,Punjab,B30,15162.02
INV01821,25-34,Female,Maharashtra,T30,7836.65
INV01822,25-34,Male,West Bengal,B30,3105.55
INV01823,25-34,Male,Tamil Nadu,B30,9781.28
INV01824,35-44,Male,Madhya Pradesh,T30,17250.45
INV01825,35-44,Female,West Bengal,T30,14232.73
INV01826,25-34,Female,Delhi,B30,5622.83
INV01827,45-54,Male,Delhi,T30,4710.07
INV01828,35-44,Female,Kerala,T30,6978.24
INV01829,35-44,Male,Punjab,T30,15270.33
INV01830,25-34,Male,Rajasthan,T30,21554.64
INV01831,25-34,Male,Madhya Pradesh,B30,3511.76
INV01832,25-34,Male,Kerala,B30,3154.56
INV01833,18-24,Female,Rajasthan,T30,5227.46
INV01834,25-34,Other,Gujarat,B30,15087.69
INV01835,18-24,Male,Tamil Nadu,T30,6265.52
INV01836,25-34,Female,Kerala,T30,14735.93
INV01837,18-24,Female,Tamil Nadu,T30,3706.54
INV01838,25-34,Male,Karnataka,B30,4190.66
INV01839,18-24,Male,Telangana,B30,8463.89
INV01840,35-44,Male,Maharashtra,T30,3936.04
INV01841,25-34,Female,Delhi,B30,12687.09
INV01842,55+,Male,Maharashtra,T30,15106.87
INV01843,35-44,Male,West Bengal,T30,7779.58
INV01844,25-34,Male,Uttar Pradesh,T30,12840.1
INV01845,45-54,Male,Madhya Pradesh,T30,23747.39
INV01846,18-24,Female,Maharashtra,B30,8697.41
INV01847,25-34,Female,Telangana,T30,12362.31
INV01848,45-54,Female,Uttar Pradesh,B30,6090.52
INV01849,55+,Male,Delhi,B30,12022.85
INV01850,25-34,Male,Tamil Nadu,T30,12808.6
INV01851,45-54,Male,Gujarat,B30,8465.25
INV01852,25-34,Male,Maharashtra,T30,4387.66
INV01853,25-34,Female,Rajasthan,B30,15822.38
INV01854,25-34,Female,Kerala,T30,16243.89
INV01855,25-34,Female,Rajasthan,T30,8460.86
INV01856,25-34,Male,West Bengal,T30,17547.05
INV01857,18-24,Male,Tamil Nadu,B30,7830.71
INV01858,25-34,Male,Telangana,B30,2928.9
INV01859,25-34,Male,Uttar Pradesh,T30,3030.73
INV01860,25-34,Female,Uttar Pradesh,B30,10658.61
INV01861,25-34,Male,Madhya Pradesh,T30,3796.07
INV01862,25-34,Male,Punjab,T30,6275.89
INV01863,35-44,Female,Rajasthan,T30,7893.18
INV01864,25-34,Female,Gujarat,T30,4059.64
INV01865,25-34,Male,Madhya Pradesh,B30,2734.82
INV01866,25-34,Male,Delhi,T30,8770.57
INV01867,25-34,Male,Punjab,B30,5654.91
INV01868,25-34,Male,Tamil Nadu,B30,11369.64
INV01869,25-34,Male,Tamil Nadu,T30,4695.4
INV01870,25-34,Female,Kerala,B30,12662.69
INV01871,18-24,Male,Telangana,T30,4308.12
INV01872,25-34,Female,Karnataka,T30,7609.78
INV01873,25-34,Male,Punjab,T30,3912.06
INV01874,25-34,Male,Maharashtra,T30,5133.46
INV01875,35-44,Male,Rajasthan,B30,29166.21
INV01876,25-34,Male,West Bengal,T30,7724.18
INV01877,45-54,Female,Uttar Pradesh,T30,3272.05
INV01878,25-34,Female,Tamil Nadu,T30,11299.48
INV01879,35-44,Female,Uttar Pradesh,T30,12124.04
INV01880,35-44,Female,Rajasthan,T30,3724.56
INV01881,35-44,Male,Karnataka,B30,9965.67
INV01882,18-24,Male,Rajasthan,T30,5334.1
INV01883,35-44,Male,Gujarat,T30,15147.92
INV01884,45-54,Male,Kerala,T30,3932.2
INV01885,55+,Female,Karnataka,B30,30010.82
INV01886,25-34,Male,Maharashtra,T30,6164.62
INV01887,45-54,Female,Punjab,T30,8197.3
INV01888,45-54,Female,Karnataka,T30,5141.64
INV01889,35-44,Male,Rajasthan,T30,5254.0
INV01890,55+,Male,Gujarat,B30,11765.31
INV01891,35-44,Male,Punjab,B30,3141.11
INV01892,55+,Male,Delhi,B30,7149.63
INV01893,18-24,Female,Maharashtra,T30,9729.85
INV01894,18-24,Female,Gujarat,T30,12916.7
INV01895,45-54,Female,Tamil Nadu,B30,15847.83
INV01896,18-24,Female,West Bengal,T30,8000.8
INV01897,18-24,Male,Gujarat,B30,8186.66
INV01898,25-34,Female,Telangana,B30,9265.09
INV01899,25-34,Female,Telangana,T30,3963.71
INV01900,35-44,Male,Punjab,T30,23357.55
INV01901,18-24,Male,Punjab,T30,7102.34
INV01902,55+,Male,Karnataka,B30,6588.25
INV01903,35-44,Female,Telangana,T30,9743.49
INV01904,25-34,Female,Rajasthan,T30,21774.37
INV01905,18-24,Male,Maharashtra,B30,2877.0
INV01906,45-54,Male,Delhi,T30,14503.49
INV01907,35-44,Female,Rajasthan,B30,27060.08
INV01908,25-34,Male,Maharashtra,B30,5831.41
INV01909,45-54,Female,Punjab,T30,7854.34
INV01910,55+,Male,Telangana,T30,10425.94
INV01911,18-24,Male,Karnataka,T30,11865.81
INV01912,25-34,Male,Punjab,B30,9551.48
INV01913,25-34,Male,Karnataka,T30,15082.08
INV01914,35-44,Male,Punjab,T30,10101.51
INV01915,45-54,Male,Karnataka,B30,8573.94
INV01916,25-34,Female,West Bengal,B30,9214.94
INV01917,18-24,Male,Gujarat,T30,4134.61
INV01918,25-34,Female,Tamil Nadu,T30,5103.35
INV01919,25-34,Male,Rajasthan,B30,10328.09
INV01920,45-54,Female,Maharashtra,T30,13908.46
INV01921,35-44,Male,Tamil Nadu,T30,14633.55
INV01922,25-34,Male,Karnataka,B30,18304.12
INV01923,25-34,Male,Gujarat,T30,5784.39
INV01924,18-24,Male,Gujarat,B30,2397.34
INV01925,25-34,Female,Delhi,T30,2365.05
INV01926,25-34,Female,Uttar Pradesh,T30,9575.1
INV01927,45-54,Male,Tamil Nadu,B30,17479.93
INV01928,55+,Male,Delhi,B30,25690.82
INV01929,25-34,Female,Punjab,T30,26119.3
INV01930,25-34,Female,Uttar Pradesh,T30,6445.72
INV01931,25-34,Male,Maharashtra,T30,23534.14
INV01932,18-24,Male,Uttar Pradesh,T30,3436.26
INV01933,25-34,Female,West Bengal,T30,18625.39
INV01934,25-34,Female,Delhi,T30,8329.68
INV01935,55+,Male,Gujarat,T30,4392.36
INV01936,35-44,Male,Kerala,T30,19703.98
INV01937,25-34,Female,Tamil Nadu,T30,19805.28
INV01938,35-44,Male,West Bengal,B30,8363.15
INV01939,25-34,Female,Karnataka,B30,7660.43
INV01940,18-24,Female,Rajasthan,T30,9662.91
INV01941,25-34,Female,Delhi,T30,13430.42
INV01942,45-54,Female,Punjab,T30,11782.52
INV01943,55+,Female,West Bengal,B30,9894.7
INV01944,25-34,Male,Karnataka,T30,30976.68
INV01945,25-34,Female,Punjab,T30,9567.21
INV01946,25-34,Male,Uttar Pradesh,T30,5313.32
INV01947,35-44,Female,Madhya Pradesh,B30,11244.34
INV01948,18-24,Male,Kerala,T30,3335.6
INV01949,25-34,Female,Karnataka,T30,19803.68
INV01950,25-34,Female,Punjab,T30,12480.28
INV01951,25-34,Male,Punjab,B30,4055.65
INV01952,18-24,Male,Delhi,T30,3456.65
INV01953,45-54,Male,Uttar Pradesh,T30,7838.25
INV01954,45-54,Male,Maharashtra,T30,5315.78
INV01955,35-44,Male,Telangana,B30,4004.22
INV01956,25-34,Male,Delhi,T30,23287.82
INV01957,18-24,Male,Gujarat,T30,7835.62
INV01958,45-54,Male,Tamil Nadu,T30,8531.21
INV01959,25-34,Male,Uttar Pradesh,B30,17348.11
INV01960,18-24,Female,Rajasthan,T30,3803.18
INV01961,35-44,Female,Delhi,T30,4374.37
INV01962,25-34,Male,Tamil Nadu,B30,2879.11
INV01963,25-34,Male,Kerala,T30,7705.62
INV01964,25-34,Male,Punjab,T30,10458.42
INV01965,35-44,Male,Maharashtra,T30,14642.7
INV01966,45-54,Female,Punjab,T30,29300.47
INV01967,35-44,Male,Tamil Nadu,T30,8764.18
INV01968,25-34,Male,Kerala,T30,10774.36
INV01969,25-34,Female,Kerala,B30,7021.89
INV01970,45-54,Female,Gujarat,B30,11268.0
INV01971,25-34,Male,Madhya Pradesh,B30,3211.16
INV01972,25-34,Male,Karnataka,T30,10458.06
INV01973,25-34,Male,Maharashtra,T30,9173.47
INV01974,45-54,Female,Rajasthan,T30,6195.12
INV01975,35-44,Female,Rajasthan,T30,24280.35
INV01976,18-24,Male,Maharashtra,T30,2068.22
INV01977,18-24,Male,West Bengal,B30,5431.31
INV01978,35-44,Female,Kerala,T30,7281.78
INV01979,25-34,Female,Punjab,B30,7787.14
INV01980,25-34,Female,Kerala,T30,9557.44
INV01981,35-44,Male,Kerala,B30,8267.79
INV01982,55+,Male,West Bengal,T30,13017.4
INV01983,35-44,Male,Madhya Pradesh,T30,27202.52
INV01984,18-24,Male,Madhya Pradesh,T30,10463.12
INV01985,35-44,Female,Karnataka,T30,15431.35
INV01986,25-34,Female,Punjab,B30,3393.57
INV01987,45-54,Male,Punjab,T30,20604.33
INV01988,25-34,Male,Karnataka,T30,13183.1
INV01989,25-34,Female,Punjab,T30,10750.04
INV01990,25-34,Male,Uttar Pradesh,B30,38671.87
INV01991,25-34,Male,Punjab,B30,4488.38
INV01992,18-24,Male,Rajasthan,T30,3171.72
INV01993,35-44,Male,Delhi,T30,11991.93
INV01994,35-44,Male,Karnataka,T30,3581.34
INV01995,45-54,Male,Madhya Pradesh,T30,9150.69
INV01996,25-34,Male,Karnataka,T30,5025.32
INV01997,45-54,Male,Madhya Pradesh,T30,6894.98
INV01998,25-34,Male,Punjab,T30,10069.0
INV01999,18-24,Female,Madhya Pradesh,B30,7679.74
INV02000,35-44,Male,Uttar Pradesh,B30,9314.13
INV02001,35-44,Male,Kerala,T30,10313.82
INV02002,45-54,Male,Punjab,T30,6050.03
INV02003,45-54,Female,Gujarat,T30,11980.36
INV02004,45-54,Male,Gujarat,B30,12892.43
INV02005,25-34,Female,Tamil Nadu,B30,9155.61
INV02006,35-44,Male,Madhya Pradesh,T30,13873.39
INV02007,55+,Female,Tamil Nadu,T30,3099.17
INV02008,25-34,Male,Maharashtra,T30,14393.19
INV02009,25-34,Male,Uttar Pradesh,B30,17958.98
INV02010,35-44,Male,Kerala,B30,23422.47
INV02011,25-34,Male,Delhi,T30,10963.26
INV02012,25-34,Male,Kerala,T30,17317.83
INV02013,35-44,Female,West Bengal,T30,22965.67
INV02014,55+,Male,Telangana,T30,19720.28
INV02015,35-44,Male,Uttar Pradesh,T30,8072.98
INV02016,35-44,Female,West Bengal,T30,13808.34
INV02017,25-34,Male,Telangana,B30,14098.53
INV02018,35-44,Male,Karnataka,T30,23044.91
INV02019,25-34,Male,Maharashtra,T30,4958.18
INV02020,35-44,Male,Kerala,T30,13100.54
INV02021,35-44,Male,Tamil Nadu,T30,4329.89
INV02022,25-34,Male,Uttar Pradesh,T30,27142.99
INV02023,25-34,Female,Rajasthan,B30,6398.52
INV02024,35-44,Male,Kerala,T30,27830.03
INV02025,35-44,Female,Tamil Nadu,T30,12230.84
INV02026,25-34,Female,West Bengal,T30,5309.84
INV02027,45-54,Female,Uttar Pradesh,B30,6812.58
INV02028,35-44,Male,Telangana,T30,13083.99
INV02029,25-34,Male,Rajasthan,T30,19087.17
INV02030,55+,Female,Telangana,T30,19374.05
INV02031,25-34,Female,Delhi,T30,9391.97
INV02032,35-44,Male,Karnataka,T30,17009.07
INV02033,18-24,Male,Punjab,B30,2463.13
INV02034,25-34,Other,Kerala,T30,41817.62
INV02035,35-44,Male,West Bengal,T30,4813.51
INV02036,25-34,Male,Gujarat,T30,12155.4
INV02037,45-54,Male,Tamil Nadu,T30,12342.25
INV02038,25-34,Male,Gujarat,T30,8025.77
INV02039,35-44,Female,Telangana,T30,29386.97
INV02040,25-34,Male,Karnataka,B30,10797.4
INV02041,18-24,Male,Tamil Nadu,T30,13194.06
INV02042,25-34,Male,West Bengal,B30,15985.53
INV02043,55+,Female,West Bengal,T30,9663.52
INV02044,45-54,Male,Uttar Pradesh,T30,6941.6
INV02045,45-54,Male,Delhi,T30,16983.78
INV02046,45-54,Male,Rajasthan,B30,8039.72
INV02047,35-44,Female,Gujarat,T30,8540.11
INV02048,25-34,Female,Punjab,T30,3705.43
INV02049,25-34,Male,Telangana,T30,5145.46
INV02050,25-34,Female,Gujarat,T30,5380.26
INV02051,25-34,Male,Gujarat,T30,18539.33
INV02052,25-34,Male,Kerala,T30,13591.7
INV02053,35-44,Male,Telangana,T30,6801.69
INV02054,35-44,Female,Maharashtra,B30,19356.96
INV02055,25-34,Female,Madhya Pradesh,B30,22945.69
INV02056,35-44,Male,Kerala,T30,8643.96
INV02057,45-54,Male,Tamil Nadu,T30,17915.67
INV02058,35-44,Male,Uttar Pradesh,T30,5992.03
INV02059,45-54,Male,Madhya Pradesh,T30,11033.41
INV02060,25-34,Female,Rajasthan,T30,8702.89
INV02061,25-34,Male,Punjab,T30,5167.65
INV02062,25-34,Male,West Bengal,T30,6164.93
INV02063,25-34,Female,Kerala,T30,14551.88
INV02064,25-34,Male,Gujarat,T30,8559.45
INV02065,55+,Male,Rajasthan,T30,47851.75
INV02066,45-54,Female,Kerala,B30,16717.4
INV02067,18-24,Male,Kerala,T30,5696.1
INV02068,35-44,Male,Uttar Pradesh,T30,6459.02
INV02069,25-34,Male,Delhi,B30,13301.7
INV02070,35-44,Male,Madhya Pradesh,B30,3297.22
INV02071,35-44,Female,West Bengal,T30,3784.39
INV02072,18-24,Male,Kerala,T30,5320.34
INV02073,18-24,Female,Kerala,T30,3703.12
INV02074,45-54,Male,Kerala,T30,7640.01
INV02075,25-34,Female,Punjab,B30,1859.37
INV02076,35-44,Male,Delhi,T30,4585.04
INV02077,35-44,Female,Karnataka,B30,14371.77
INV02078,25-34,Female,Delhi,T30,16315.44
INV02079,25-34,Male,Tamil Nadu,B30,9875.66
INV02080,25-34,Male,Rajasthan,B30,21404.16
INV02081,45-54,Male,Rajasthan,B30,13232.78
INV02082,45-54,Female,Rajasthan,T30,8727.64
INV02083,35-44,Male,Tamil Nadu,B30,24781.86
INV02084,35-44,Female,West Bengal,B30,8198.54
INV02085,25-34,Other,Karnataka,B30,8528.14
INV02086,35-44,Female,Delhi,B30,9738.28
INV02087,25-34,Female,Madhya Pradesh,T30,7000.84
INV02088,18-24,Female,Uttar Pradesh,B30,8207.03
INV02089,45-54,Female,Kerala,T30,8294.72
INV02090,55+,Male,West Bengal,T30,9072.76
INV02091,35-44,Male,Delhi,T30,30544.25
INV02092,55+,Female,Punjab,T30,7592.74
INV02093,55+,Female,Maharashtra,B30,17787.63
INV02094,35-44,Male,Punjab,T30,9435.54
INV02095,25-34,Female,Rajasthan,B30,5868.99
INV02096,45-54,Female,Punjab,B30,15538.82
INV02097,45-54,Female,West Bengal,T30,4379.91
